I	I:1	II	II:1	II:1(a)	II:1(b)	II:2	II:3	III	III:1	III:2	III:4	III:5	III:7	IV	IX	IX:2	V	V:1	V:2	V:3	V:3(a)	V:4	V:5	V:6	V:7	VI	VI:1	VI:2	VI:2(a)	VI:2(b)	VI:3	VI:5(a)	VI:6	VII	VII:1	VII:2	VII:5	VIII	VIII:1	VIII:3	VIII:4	X	X:1	X:2	X:3	X:3(a)	XI	XI:1	XIII	XIII:1	XIII:2	XIII:3(b)	XIX	XIX:1	XIX:2	XIX:3	XV	XVI	XVI:1	XVI:4	XVII	XVII:1	XVII:1(c)	XVIII	XVIII:10	XVIII:11	XX	XXI	XXII	XXII:1	XXIII	XXIII:1	XXIII:1(a)	XXIII:1(b)	XXIV	XXIV:12	XXIV:5(b)	XXIV:6	XXVIII
0.003820493	0.020498993	0.0021344563	0.0031162659	0.0007942652	0.0020382807	0.00056934945	0.00090806215	0.003492676	0.00060764287	0.0058277897	0.14433476	0.0007475014	6.6650966e-05	0.00019609681	0.00010929597	0.00046694736	4.0905087e-07	1.0005789e-06	2.0299743e-05	4.476965e-06	4.476965e-06	4.341306e-06	2.870117e-07	1.5003714e-05	0.00019298929	0.9847606	0.1299243	0.034627803	0.034627803	0.034627803	0.46052024	3.940142e-05	0.023733884	0.0017058613	0.0013285631	0.0011787113	0.0009510837	0.0014873417	0.00042072416	9.73101e-06	0.0016605826	0.18963018	0.008166964	0.0016610664	0.26075083	0.0051508974	0.0072098253	0.036880795	0.00076599926	0.0013309657	0.00068792916	3.576932e-05	0.0001263256	0.0013108298	0.00059365045	0.0005116596	4.011255e-05	0.0010462332	0.0027721396	0.000113528346	0.0010413666	0.00085367385	2.1536664e-05	1.2193768e-05	2.39586e-05	0.0015716105	0.000847225	3.8833925e-05	0.00010236631	0.00095363986	0.00022734707	0.00044396354	0.00059223425	0.0014911692	0.0013093463	0.00025668318	5.0582944e-06	4.1001145e-05	0.0008510464
0.9256168	0.9640928	0.80519766	0.5845947	0.011807149	0.18753557	0.005714359	0.0015781936	0.9404171	0.044075	0.6789965	0.95917666	0.40774193	4.0875516e-06	1.5451598e-05	2.4455607e-05	0.009795506	4.5994632e-08	4.9693273e-08	3.4769582e-06	1.462857e-06	1.462857e-06	2.6499725e-07	1.6400362e-08	1.7105757e-06	1.0876181e-05	0.011862759	0.0006516563	0.0006944987	0.0006944987	0.0006944987	0.024414133	4.406518e-06	0.00034431738	0.07996265	0.023518963	0.002511817	0.002038694	0.42986917	0.0030502717	1.424192e-06	0.0032565426	0.47785234	0.14870827	0.0075776647	0.16501595	0.33787626	0.96152174	0.85149217	0.20007718	0.34892315	0.020426497	2.7887213e-06	0.0060190437	0.15435867	0.001975919	2.0831883e-05	9.222124e-06	0.053417902	0.0012078339	9.193007e-06	0.027424263	0.008595671	5.0839503e-06	6.122441e-07	4.292406e-06	0.003072836	0.086193115	2.5281975e-06	0.00068753137	0.015406864	0.011706507	0.036673315	0.002452775	0.055081617	0.0022579387	6.671671e-05	5.445526e-07	1.8937105e-06	0.12538278
0.62554634	0.9642781	0.34305322	0.9252155	0.01624396	0.60363376	0.0026830877	0.003377678	0.68056613	0.043049224	0.9469717	0.9743513	0.18784197	6.525802e-06	2.1353646e-05	3.1839758e-05	0.010275627	6.356352e-08	7.75741e-08	4.8050824e-06	2.0216332e-06	2.0216332e-06	4.2306957e-07	2.618342e-08	2.363961e-06	1.736382e-05	0.019402508	0.0024822294	0.0026451026	0.0026451026	0.0026451026	0.072986186	6.0897073e-06	0.0013126788	0.11582223	0.06313074	0.0045858985	0.006041303	0.54217905	0.0037246167	1.9681993e-06	0.0044948836	0.8288724	0.6056309	0.023184346	0.6233808	0.8177204	0.86813354	0.95597357	0.030631006	0.5041453	0.008657125	4.0060645e-06	0.0007986139	0.041858107	0.00094781455	1.4029643e-05	7.233933e-06	0.0077328705	0.0010329826	1.1099199e-05	0.012394648	0.0055515487	7.0258748e-06	9.774508e-07	5.931985e-06	0.0025241745	0.054350786	4.036287e-06	0.0002734465	0.0043243268	0.0014942196	0.004786471	0.0012596198	0.013388591	0.0013454349	9.21986e-05	7.525589e-07	3.0233307e-06	0.045395885
0.008066492	0.042490453	0.0045151263	0.012871888	0.003206823	0.0077933064	0.0010618526	0.0027838224	0.007377039	0.002332742	0.02688661	0.26344615	0.003132722	0.0001252945	0.00036859227	0.00020545344	0.0017933301	7.690047e-07	1.8810553e-06	3.8162234e-05	8.416553e-06	8.416553e-06	8.161464e-06	5.3957336e-07	2.8206168e-05	0.00036275294	0.95060873	0.27209553	0.0823946	0.0823946	0.0823946	0.681215	7.407066e-05	0.069481246	0.0065284497	0.005355348	0.003611517	0.0029154532	0.005695696	0.0016160159	1.829391e-05	0.005486607	0.41724172	0.03069389	0.005589411	0.4562235	0.019522397	0.015165287	0.1851613	0.0016228388	0.005099102	0.0026135263	6.724328e-05	8.9967994e-05	0.0021145763	0.0004495346	0.0009614721	7.540782e-05	0.0008173142	0.005198864	0.00021340862	0.0035020786	0.0025233533	4.048756e-05	2.2923747e-05	4.50406e-05	0.0036914847	0.0032502923	7.300407e-05	0.00010601226	0.00046649887	0.00016527664	0.0005182664	0.0013929177	0.00142234	0.001363115	0.0004824474	9.509429e-06	7.7078235e-05	0.0022903201
0.031227872	0.14185897	0.018263197	0.0050270855	0.0005894113	0.0020611805	9.6988064e-05	0.000500834	0.00618768	0.00045248168	0.009838938	0.5552649	0.0012664481	4.5923466e-06	1.3512993e-05	7.5309267e-06	0.0001389971	2.8182424e-08	6.893716e-08	1.398617e-06	3.0845115e-07	3.0845115e-07	2.9910368e-07	1.977424e-08	1.0337237e-06	1.3298765e-05	0.98292184	0.061582178	0.017023856	0.017023856	0.017023856	0.29186124	2.7147325e-06	0.0030106683	0.0014978638	0.000986043	0.0006102174	0.0005245724	0.0019525607	7.443319e-05	6.704438e-07	0.00044273539	0.18729314	0.007668849	0.0010079113	0.14831428	0.00651021	0.037332226	0.060954586	0.003811726	0.0015716524	0.00019182854	2.4644748e-06	0.0001963814	0.0009820163	0.00012109627	3.526849e-05	2.763736e-06	0.0017041098	0.00019148663	7.822585e-06	0.00039199245	0.00014806743	1.4838431e-06	8.401247e-07	1.6507178e-06	0.00016218601	0.0007547962	2.675636e-06	1.852454e-05	0.00022833636	0.0003601599	0.0007204953	7.4266645e-05	0.00050092424	0.00020267114	1.768897e-05	3.4850243e-07	2.824962e-06	0.00073341664
0.7555474	0.9693694	0.4913874	0.8413665	0.010229669	0.42023128	0.0030473238	0.0021168534	0.79764473	0.038353734	0.88854164	0.9734808	0.24032766	3.8717003e-06	1.3365922e-05	2.1154563e-05	0.008449988	3.978606e-08	4.7068934e-08	3.0076262e-06	1.2653927e-06	1.2653927e-06	2.5100255e-07	1.5534305e-08	1.4796702e-06	1.0301846e-05	0.012577591	0.001121333	0.0011950169	0.0011950169	0.0011950169	0.04130261	3.8117223e-06	0.0005926142	0.07577935	0.03648536	0.0028753632	0.0032014893	0.42570275	0.0026396208	1.2319492e-06	0.002818198	0.7477119	0.39699498	0.011862133	0.42687735	0.6579099	0.91902685	0.93000275	0.05523348	0.3888991	0.010127151	2.4122874e-06	0.0014765476	0.0683104	0.0010518628	1.1880243e-05	6.4626183e-06	0.014213504	0.0009229432	7.952086e-06	0.014490051	0.0060452498	4.397694e-06	5.799132e-07	3.712992e-06	0.002255643	0.06304686	2.3946907e-06	0.0003203392	0.0068961335	0.0027610154	0.008819766	0.0013060021	0.02305405	0.0012021501	5.7711495e-05	4.7104638e-07	1.7937127e-06	0.061803937
0.4510591	0.45985588	0.42661	0.010989958	0.00070440193	0.0021178892	0.024842741	0.00012483881	0.35767472	0.006629628	0.018050944	0.59181046	0.029525615	7.126805e-05	0.00030134665	0.00076935714	0.00407093	2.1668884e-05	1.4225836e-05	0.00019578257	0.00013190079	0.00013190079	5.153919e-05	4.6158507e-06	0.0002769629	8.900849e-05	0.0063088736	8.415486e-05	4.482601e-05	4.482601e-05	4.482601e-05	0.00084519305	8.549655e-05	0.00028137982	0.002368286	0.00042474995	0.00021602583	9.72458e-05	0.0069741406	0.002072686	3.3854314e-05	0.0006995025	0.02594754	0.0022502365	0.00024293248	0.006119721	0.005058527	0.42011812	0.08034265	0.39916724	0.0039718454	0.015391912	0.00028877571	0.34780052	0.16588503	0.0685155	0.0023024662	0.0011566828	0.3843673	0.0036238644	0.0005815771	0.02603264	0.008685636	0.00044282782	0.000103817474	0.00013923786	0.0053682155	0.013593072	5.204961e-05	0.0354468	0.17428383	0.33185747	0.40018448	0.009397307	0.20059314	0.03833826	0.00063383754	0.00011655946	6.060723e-05	0.059699025
0.020339662	0.107776344	0.01281044	0.0053063175	0.00070010603	0.0024476026	0.00013260421	0.00067370274	0.0062290747	0.0006185633	0.009904505	0.45540196	0.00127496	7.111235e-06	2.0924668e-05	1.1661587e-05	0.00019003733	4.3640636e-08	1.06749354e-07	2.1657581e-06	4.776364e-07	4.776364e-07	4.6316185e-07	3.062034e-08	1.6007197e-06	2.059302e-05	0.98632336	0.10157084	0.026439132	0.026439132	0.026439132	0.39257303	4.2037714e-06	0.0046543367	0.0017788656	0.001171139	0.000874561	0.00070562743	0.0023186689	0.00010176763	1.0381854e-06	0.00068540906	0.25027356	0.009096991	0.0013555624	0.21449637	0.007724255	0.037574075	0.061339792	0.002828519	0.0018664695	0.00026226332	3.8162325e-06	0.0001455905	0.0011376971	0.00014578081	5.461224e-05	4.2796332e-06	0.0012638597	0.00029648608	1.211324e-05	0.00048159968	0.00020243708	2.2977306e-06	1.3009345e-06	2.5561335e-06	0.00022173962	0.0010317276	4.143215e-06	2.5128516e-05	0.0002645671	0.00026702113	0.0005342221	0.000101540034	0.0005803815	0.000277086	2.7391096e-05	5.396557e-07	4.3744494e-06	0.00084972
0.9287336	0.90238696	0.9256644	0.3225369	0.026121419	0.07243283	0.08169206	0.0028456403	0.9044883	0.26797116	0.4171124	0.8850319	0.6481153	2.9842273e-05	0.00011894847	0.00040438125	0.112256676	7.966531e-07	5.4096864e-07	6.0219623e-05	2.5336949e-05	2.5336949e-05	4.114553e-06	1.857294e-07	2.9627277e-05	5.4797903e-05	0.013708007	0.0005913718	0.0004519476	0.0004519476	0.0004519476	0.008468171	4.3785032e-05	0.0011757319	0.08233189	0.012692246	0.0051921457	0.0021200206	0.25067598	0.04070054	2.065708e-05	0.01576626	0.23641197	0.055799633	0.0058393157	0.062668726	0.14721964	0.913058	0.634163	0.8886016	0.15691534	0.2313797	3.847867e-05	0.117279455	0.7199069	0.030919924	0.00016033562	0.00015970896	0.5624714	0.011301728	0.00010134009	0.28510743	0.1136946	8.804991e-05	6.971824e-06	7.022627e-05	0.04014098	0.43275568	1.9585732e-05	0.010734565	0.22435968	0.20731589	0.5847714	0.037311684	0.5065773	0.033843607	0.0007320564	9.4319e-06	9.587303e-06	0.6553309
0.4923736	0.50124234	0.4675946	0.095532015	0.0066555794	0.019774698	0.09915018	0.0011853555	0.39661765	0.059652198	0.14874172	0.6311952	0.17766908	0.00063075876	0.0026417733	0.007265329	0.03739992	0.00059202424	0.00027747857	0.0018578529	0.0012523344	0.0012523344	0.00052911043	0.00010197718	0.002626395	0.00072377035	0.007007753	0.00031480243	0.00032532818	0.00032532818	0.00032532818	0.006122813	0.00081206945	0.0020483912	0.022066498	0.0040227915	0.0020495944	0.000923573	0.062578514	0.019359967	0.00032169805	0.006609573	0.17248464	0.020987209	0.0023043512	0.042974323	0.04609885	0.4609805	0.31968516	0.43953627	0.03651942	0.09934307	0.0027381398	0.38631502	0.2658826	0.11421625	0.009958519	0.010865793	0.42429665	0.033415567	0.0054123392	0.11324007	0.076809235	0.004193356	0.001282052	0.001321914	0.048797816	0.115814954	0.0004890952	0.08098268	0.2354926	0.36960685	0.4405811	0.06174753	0.26804245	0.08767547	0.005992429	0.0013118765	0.00044182176	0.18886143
